address;source_location;insn;indent
0x4022b0;:0;PUSH	%RBP;
0x402ab4;:0;VMOVSS	%XMM0,0xc(%RDX,%RBX,1);  (5) 
0x402aba;:0;VMOVSS	%XMM8,0x10(%RDX,%RBX,1);  (5) 
0x402ac0;:0;VMOVSS	%XMM11,0x14(%RDX,%RBX,1);  (5) 
0x402ac6;:0;VMOVSS	%XMM10,0x24(%RDX,%RBX,1);  (5) 
0x402acc;:0;VMOVSS	%XMM9,0x28(%RDX,%RBX,1);  (5) 
0x402ad2;:0;VMOVSS	%XMM13,0x2c(%RDX,%RBX,1);  (5) 
0x402ad8;:0;ADD	$0x30,%RDX;  (5) 
0x402adc;:0;CMP	%R12,%RCX;  (5) 
0x402adf;:0;JB	4025a6 <main+0x2f6>;  (5) 
0x402ae5;:0;LEA	0x1(%RCX,%RCX,1),%R8;(0) 
0x402aea;:0;MOV	0x30(%RSP),%RDX;(0) 
0x402aef;:0;SUB	%R8,%RDX;(0) 
0x402af2;:0;JE	402db1 <main+0xb01>;(0) 
0x402af8;:0;CMP	$0x8,%R14;(0) 
0x402afc;:0;LEA	(%R8,%R8,2),%R8;(0) 
0x402b00;:0;VXORPS	%XMM6,%XMM6,%XMM6;(0) 
0x402b04;:0;VMOVAPS	%XMM6,%XMM8;(0) 
0x402b08;:0;VMOVSS	-0x18(%RBX,%R8,8),%XMM12;(0) 
0x402b0f;:0;VMOVAPS	%XMM8,%XMM9;(0) 
0x402b14;:0;VMOVSS	-0x14(%RBX,%R8,8),%XMM0;(0) 
0x402b1b;:0;VMOVSS	-0x10(%RBX,%R8,8),%XMM1;(0) 
0x402b22;:0;JB	4030ef <main+0xe3f>;(0) 
0x402b28;:0;VMOVSS	%XMM1,0x40(%RSP);(0) 
0x402b2e;:0;MOV	%R13,%RCX;(0) 
0x402b31;:0;VXORPS	%YMM11,%YMM11,%YMM11;(0) 
0x402b36;:0;XOR	%EDX,%EDX;(0) 
0x402b38;:0;VMOVDQA	%YMM11,%YMM10;(0) 
0x402b3d;:0;VMOVDQA	%YMM10,%YMM8;(0) 
0x402b42;:0;VBROADCASTSS	%XMM12,%YMM7;(0) 
0x402b47;:0;VMOVUPS	0xd5a1(%RIP),%XMM4;(0) 
0x402b4f;:0;VMOVSS	%XMM0,0x48(%RSP);(0) 
0x402b55;:0;VMOVSS	%XMM12,0x50(%RSP);(0) 
0x402b5b;:0;VBROADCASTSS	%XMM0,%YMM6;(0) 
0x402b60;:0;VBROADCASTSS	%XMM1,%YMM5;(0) 
0x402b65;:0;VBROADCASTSS	0xd5ca(%RIP),%YMM2;(0) 
0x402b6e;:0;VMOVUPS	0xd4ea(%RIP),%YMM9;(0) 
0x402b76;:0;VMOVUPS	0xd4a2(%RIP),%YMM1;(0) 
0x402b7e;:0;LEA	(%RDX,%RDX,2),%R9;  (4) 
0x402b82;:0;ADD	$0x8,%RDX;  (4) 
0x402b86;:0;CMP	%R13,%RDX;  (4) 
0x402b89;:0;LEA	(%RBX,%R9,8),%R10;  (4) 
0x402b8d;:0;VMASKMOVPS	(%R10),%XMM4,%XMM0;  (4) 
0x402b92;:0;VMASKMOVPS	0x18(%R10),%XMM4,%XMM14;  (4) 
0x402b98;:0;VMASKMOVPS	0x60(%R10),%XMM4,%XMM15;  (4) 
0x402b9e;:0;VMASKMOVPS	0x78(%R10),%XMM4,%XMM13;  (4) 
0x402ba4;:0;VINSERTF128	$0x1,%XMM15,%YMM0,%YMM12;  (4) 
0x402baa;:0;VMASKMOVPS	0x30(%R10),%XMM4,%XMM0;  (4) 
0x402bb0;:0;VINSERTF128	$0x1,%XMM13,%YMM14,%YMM3;  (4) 
0x402bb6;:0;VMASKMOVPS	0x48(%R10),%XMM4,%XMM14;  (4) 
0x402bbc;:0;VMASKMOVPS	0x90(%R10),%XMM4,%XMM15;  (4) 
0x402bc5;:0;VINSERTF128	$0x1,%XMM15,%YMM0,%YMM13;  (4) 
0x402bcb;:0;VMASKMOVPS	0xa8(%R10),%XMM4,%XMM0;  (4) 
0x402bd4;:0;VINSERTF128	$0x1,%XMM0,%YMM14,%YMM14;  (4) 
0x402bda;:0;VSHUFPS	$0x14,%YMM3,%YMM12,%YMM0;  (4) 
0x402bdf;:0;VSHUFPS	$0x41,%YMM13,%YMM14,%YMM15;  (4) 
0x402be5;:0;VSHUFPS	$-0x7e,%YMM3,%YMM12,%YMM3;  (4) 
0x402bea;:0;VSHUFPS	$0x28,%YMM13,%YMM14,%YMM12;  (4) 
0x402bf0;:0;VSHUFPS	$0x6c,%YMM15,%YMM0,%YMM13;  (4) 
0x402bf6;:0;VSUBPS	%YMM7,%YMM13,%YMM13;  (4) 
0x402bfa;:0;VSHUFPS	$0x6c,%YMM12,%YMM3,%YMM14;  (4) 
0x402c00;:0;VMOVDQA	%YMM1,%YMM12;  (4) 
0x402c04;:0;VFMADD231PS	%YMM13,%YMM13,%YMM12;  (4) 
0x402c09;:0;VSUBPS	%YMM5,%YMM14,%YMM14;  (4) 
0x402c0d;:0;VSHUFPS	$0x39,%YMM15,%YMM0,%YMM3;  (4) 
0x402c13;:0;VSUBPS	%YMM6,%YMM3,%YMM3;  (4) 
0x402c17;:0;VFMADD231PS	%YMM3,%YMM3,%YMM12;  (4) 
0x402c1c;:0;VFMADD231PS	%YMM14,%YMM14,%YMM12;  (4) 
0x402c21;:0;VANDPS	0xd497(%RIP),%YMM12,%YMM15;  (4) 
0x402c29;:0;VCMPPS	$0xd,0xd46e(%RIP),%YMM15,%YMM0;  (4) 
0x402c32;:0;VRSQRTPS	%YMM12,%YMM15;  (4) 
0x402c37;:0;VANDPS	%YMM15,%YMM0,%YMM15;  (4) 
0x402c3c;:0;VMULPS	%YMM15,%YMM12,%YMM0;  (4) 
0x402c41;:0;VFMSUB213PS	%YMM9,%YMM0,%YMM15;  (4) 
0x402c46;:0;VMULPS	%YMM15,%YMM0,%YMM0;  (4) 
0x402c4b;:0;VMULPS	0xd42d(%RIP),%YMM0,%YMM15;  (4) 
0x402c53;:0;VMULPS	%YMM12,%YMM15,%YMM12;  (4) 
0x402c58;:0;VRCPPS	%YMM12,%YMM0;  (4) 
0x402c5d;:0;VFNMADD213PS	%YMM2,%YMM0,%YMM12;  (4) 
0x402c62;:0;VMULPS	%YMM0,%YMM12,%YMM12;  (4) 
0x402c66;:0;VFMADD231PS	%YMM13,%YMM12,%YMM11;  (4) 
0x402c6b;:0;VFMADD231PS	%YMM3,%YMM12,%YMM10;  (4) 
0x402c70;:0;VFMADD231PS	%YMM14,%YMM12,%YMM8;  (4) 
0x402c75;:0;JB	402b7e <main+0x8ce>;  (4) 
0x402c7b;:0;VEXTRACTF128	$0x1,%YMM8,%XMM9;(0) 
0x402c81;:0;VMOVSS	0x40(%RSP),%XMM1;(0) 
0x402c87;:0;VMOVSS	0x48(%RSP),%XMM0;(0) 
0x402c8d;:0;VMOVSS	0x50(%RSP),%XMM12;(0) 
0x402c93;:0;VADDPS	%XMM9,%XMM8,%XMM2;(0) 
0x402c98;:0;VMOVHLPS	%XMM2,%XMM2,%XMM4;(0) 
0x402c9c;:0;VMOVSS	0xd488(%RIP),%XMM3;(0) 
0x402ca4;:0;VADDPS	%XMM4,%XMM2,%XMM5;(0) 
0x402ca8;:0;VSHUFPS	$-0xb,%XMM5,%XMM5,%XMM6;(0) 
0x402cad;:0;VADDSS	%XMM6,%XMM5,%XMM9;(0) 
0x402cb1;:0;VEXTRACTF128	$0x1,%YMM10,%XMM7;(0) 
0x402cb7;:0;VEXTRACTF128	$0x1,%YMM11,%XMM2;(0) 
0x402cbd;:0;VADDPS	%XMM7,%XMM10,%XMM13;(0) 
0x402cc1;:0;VADDPS	%XMM2,%XMM11,%XMM4;(0) 
0x402cc5;:0;VMOVHLPS	%XMM13,%XMM13,%XMM14;(0) 
0x402cca;:0;VMOVHLPS	%XMM4,%XMM4,%XMM5;(0) 
0x402cce;:0;VADDPS	%XMM14,%XMM13,%XMM15;(0) 
0x402cd3;:0;VADDPS	%XMM5,%XMM4,%XMM6;(0) 
0x402cd7;:0;VSHUFPS	$-0xb,%XMM15,%XMM15,%XMM8;(0) 
0x402cdd;:0;VSHUFPS	$-0xb,%XMM6,%XMM6,%XMM7;(0) 
0x402ce2;:0;VADDSS	%XMM8,%XMM15,%XMM8;(0) 
0x402ce7;:0;VADDSS	%XMM7,%XMM6,%XMM6;(0) 
0x402ceb;:0;LEA	(%RCX,%RCX,2),%RDX;(0) 
0x402cef;:0;SAL	$0x3,%RDX;(0) 
0x402cf3;:0;CMP	%R14,%RCX;(0) 
0x402cf6;:0;JAE	402d8b <main+0xadb>;(0) 
0x402cfc;:0;VMOVSS	0xd430(%RIP),%XMM7;(0) 
0x402d04;:0;VMOVSS	(%RDX,%RBX,1),%XMM10;  (3) 
0x402d09;:0;INC	%RCX;  (3) 
0x402d0c;:0;VMOVSS	0x4(%RDX,%RBX,1),%XMM11;  (3) 
0x402d12;:0;VSUBSS	%XMM12,%XMM10,%XMM5;  (3) 
0x402d17;:0;VSUBSS	%XMM0,%XMM11,%XMM4;  (3) 
0x402d1b;:0;VMOVSS	0xd40d(%RIP),%XMM14;  (3) 
0x402d23;:0;VFMADD231SS	%XMM5,%XMM5,%XMM14;  (3) 
0x402d28;:0;VMOVSS	0x8(%RDX,%RBX,1),%XMM13;  (3) 
0x402d2e;:0;VSUBSS	%XMM1,%XMM13,%XMM2;  (3) 
0x402d32;:0;VFMADD231SS	%XMM4,%XMM4,%XMM14;  (3) 
0x402d37;:0;VFMADD231SS	%XMM2,%XMM2,%XMM14;  (3) 
0x402d3c;:0;ADD	$0x18,%RDX;  (3) 
0x402d40;:0;VRSQRTSS	%XMM14,%XMM14,%XMM10;  (3) 
0x402d45;:0;VMULSS	%XMM10,%XMM14,%XMM15;  (3) 
0x402d4a;:0;VMULSS	0xd3ee(%RIP),%XMM10,%XMM11;  (3) 
0x402d52;:0;VMULSS	%XMM10,%XMM15,%XMM14;  (3) 
0x402d57;:0;VSUBSS	0xd3dd(%RIP),%XMM14,%XMM13;  (3) 
0x402d5f;:0;VMULSS	%XMM13,%XMM11,%XMM15;  (3) 
0x402d64;:0;VMULSS	%XMM15,%XMM7,%XMM10;  (3) 
0x402d69;:0;VMULSS	%XMM15,%XMM15,%XMM11;  (3) 
0x402d6e;:0;VMULSS	%XMM11,%XMM10,%XMM13;  (3) 
0x402d73;:0;VFMADD231SS	%XMM5,%XMM13,%XMM6;  (3) 
0x402d78;:0;VFMADD231SS	%XMM4,%XMM13,%XMM8;  (3) 
0x402d7d;:0;VFMADD231SS	%XMM2,%XMM13,%XMM9;  (3) 
0x402d82;:0;CMP	%R14,%RCX;  (3) 
0x402d85;:0;JB	402d04 <main+0xa54>;  (3) 
0x402d8b;:0;VFMADD213SS	-0xc(%RBX,%R8,8),%XMM3,%XMM6;(0) 
0x402d92;:0;LEA	(%RBX,%R8,8),%RDX;(0) 
0x402d96;:0;VFMADD213SS	-0x8(%RDX),%XMM3,%XMM8;(0) 
0x402d9c;:0;VFMADD213SS	-0x4(%RDX),%XMM3,%XMM9;(0) 
0x402da2;:0;VMOVSS	%XMM6,-0xc(%RDX);(0) 
0x402da7;:0;VMOVSS	%XMM8,-0x8(%RDX);(0) 
0x402dac;:0;VMOVSS	%XMM9,-0x4(%RDX);(0) 
0x402db1;:0;TEST	%R14,%R14;(0) 
0x402db4;:0;JBE	402fb3 <main+0xd03>;(0) 
0x402dba;:0;CMP	$0x8,%R14;(0) 
0x402dbe;:0;JB	4030e8 <main+0xe38>;(0) 
0x402dc4;:0;VMOVUPS	0xd314(%RIP),%XMM0;(0) 
0x402dcc;:0;MOV	%R13,%RCX;(0) 
0x402dcf;:0;XOR	%EDX,%EDX;(0) 
0x402dd1;:0;LEA	(%RDX,%RDX,2),%R9;  (2) 
0x402dd5;:0;VMOVQ	0x10(%RBX,%R9,8),%XMM1;  (2) 
0x402ddc;:0;LEA	(%RBX,%R9,8),%R8;  (2) 
0x402de0;:0;VMOVUPS	(%R8),%XMM6;  (2) 
0x402de5;:0;VMOVUPS	0x18(%R8),%XMM7;  (2) 
0x402deb;:0;VMOVUPS	0x30(%R8),%XMM9;  (2) 
0x402df1;:0;VMOVUPS	0x48(%R8),%XMM8;  (2) 
0x402df7;:0;VMOVQ	0x40(%R8),%XMM2;  (2) 
0x402dfd;:0;LEA	0xc(%RDX,%RDX,2),%R11;  (2) 
0x402e02;:0;VMOVHPD	0x28(%R8),%XMM1,%XMM4;  (2) 
0x402e08;:0;LEA	(%RBX,%R11,8),%R10;  (2) 
0x402e0c;:0;VMOVHPD	0x58(%R8),%XMM2,%XMM5;  (2) 
0x402e12;:0;ADD	$0x8,%RDX;  (2) 
0x402e16;:0;VSHUFPS	$0x14,%XMM7,%XMM6,%XMM10;  (2) 
0x402e1b;:0;CMP	%R13,%RDX;  (2) 
0x402e1e;:0;VSHUFPS	$-0x42,%XMM7,%XMM6,%XMM13;  (2) 
0x402e23;:0;VSHUFPS	$0x41,%XMM9,%XMM8,%XMM11;  (2) 
0x402e29;:0;VSHUFPS	$-0x15,%XMM9,%XMM8,%XMM14;  (2) 
0x402e2f;:0;VSHUFPS	$-0x78,%XMM5,%XMM4,%XMM12;  (2) 
0x402e34;:0;VSHUFPS	$-0x23,%XMM5,%XMM4,%XMM1;  (2) 
0x402e39;:0;VSHUFPS	$0x6c,%XMM11,%XMM10,%XMM2;  (2) 
0x402e3f;:0;VSHUFPS	$0x39,%XMM11,%XMM10,%XMM4;  (2) 
0x402e45;:0;VSHUFPS	$0x39,%XMM14,%XMM13,%XMM15;  (2) 
0x402e4b;:0;VFMADD231PS	%XMM0,%XMM12,%XMM4;  (2) 
0x402e50;:0;VFMADD231PS	%XMM0,%XMM15,%XMM2;  (2) 
0x402e55;:0;VSHUFPS	$0x6c,%XMM14,%XMM13,%XMM5;  (2) 
0x402e5b;:0;VFMADD231PS	%XMM0,%XMM1,%XMM5;  (2) 
0x402e60;:0;VUNPCKLPS	%XMM4,%XMM2,%XMM13;  (2) 
0x402e64;:0;VUNPCKHPS	%XMM4,%XMM2,%XMM14;  (2) 
0x402e68;:0;VMOVLPD	%XMM13,(%R8);  (2) 
0x402e6d;:0;VMOVHPD	%XMM13,0x18(%R8);  (2) 
0x402e73;:0;VMOVLPD	%XMM14,0x30(%R8);  (2) 
0x402e79;:0;VMOVHPD	%XMM14,0x48(%R8);  (2) 
0x402e7f;:0;VMOVSS	%XMM5,0x8(%R8);  (2) 
0x402e85;:0;VEXTRACTPS	$0x1,%XMM5,0x20(%R8);  (2) 
0x402e8c;:0;VEXTRACTPS	$0x2,%XMM5,0x38(%R8);  (2) 
0x402e93;:0;VEXTRACTPS	$0x3,%XMM5,0x50(%R8);  (2) 
0x402e9a;:0;VMOVUPS	(%R10),%XMM10;  (2) 
0x402e9f;:0;VMOVUPS	0x18(%R10),%XMM11;  (2) 
0x402ea5;:0;VMOVUPS	0x30(%R10),%XMM15;  (2) 
0x402eab;:0;VMOVUPS	0x48(%R10),%XMM12;  (2) 
0x402eb1;:0;VMOVQ	0x10(%R10),%XMM6;  (2) 
0x402eb7;:0;VMOVQ	0x40(%R10),%XMM7;  (2) 
0x402ebd;:0;VMOVHPD	0x28(%R10),%XMM6,%XMM8;  (2) 
0x402ec3;:0;VMOVHPD	0x58(%R10),%XMM7,%XMM9;  (2) 
0x402ec9;:0;VSHUFPS	$-0x78,%XMM9,%XMM8,%XMM1;  (2) 
0x402ecf;:0;VSHUFPS	$-0x23,%XMM9,%XMM8,%XMM2;  (2) 
0x402ed5;:0;VSHUFPS	$0x14,%XMM11,%XMM10,%XMM8;  (2) 
0x402edb;:0;VSHUFPS	$-0x42,%XMM11,%XMM10,%XMM11;  (2) 
0x402ee1;:0;VSHUFPS	$0x41,%XMM15,%XMM12,%XMM10;  (2) 
0x402ee7;:0;VSHUFPS	$-0x15,%XMM15,%XMM12,%XMM12;  (2) 
0x402eed;:0;VSHUFPS	$0x6c,%XMM10,%XMM8,%XMM4;  (2) 
0x402ef3;:0;VSHUFPS	$0x39,%XMM10,%XMM8,%XMM5;  (2) 
0x402ef9;:0;VSHUFPS	$0x39,%XMM12,%XMM11,%XMM15;  (2) 
0x402eff;:0;VFMADD231PS	%XMM0,%XMM1,%XMM5;  (2) 
0x402f04;:0;VFMADD231PS	%XMM0,%XMM15,%XMM4;  (2) 
0x402f09;:0;VSHUFPS	$0x6c,%XMM12,%XMM11,%XMM9;  (2) 
0x402f0f;:0;VFMADD231PS	%XMM0,%XMM2,%XMM9;  (2) 
0x402f14;:0;VUNPCKLPS	%XMM5,%XMM4,%XMM6;  (2) 
0x402f18;:0;VUNPCKHPS	%XMM5,%XMM4,%XMM7;  (2) 
0x402f1c;:0;VMOVLPD	%XMM6,(%R10);  (2) 
0x402f21;:0;VMOVHPD	%XMM6,0x18(%R10);  (2) 
0x402f27;:0;VMOVLPD	%XMM7,0x30(%R10);  (2) 
0x402f2d;:0;VMOVHPD	%XMM7,0x48(%R10);  (2) 
0x402f33;:0;VMOVSS	%XMM9,0x8(%R10);  (2) 
0x402f39;:0;VEXTRACTPS	$0x1,%XMM9,0x20(%R10);  (2) 
0x402f40;:0;VEXTRACTPS	$0x2,%XMM9,0x38(%R10);  (2) 
0x402f47;:0;VEXTRACTPS	$0x3,%XMM9,0x50(%R10);  (2) 
0x402f4e;:0;JB	402dd1 <main+0xb21>;  (2) 
0x402f54;:0;LEA	(%RCX,%RCX,2),%RDX;(0) 
0x402f58;:0;SAL	$0x3,%RDX;(0) 
0x402f5c;:0;CMP	%R14,%RCX;(0) 
0x402f5f;:0;JAE	402fb3 <main+0xd03>;(0) 
0x402f61;:0;NOPL	(%RAX,%RAX,1);(0) 
0x402f69;:0;NOPL	(%RAX);(0) 
0x402f70;:0;VMOVSS	0xc(%RDX,%RBX,1),%XMM0;  (1) 
0x402f76;:0;INC	%RCX;  (1) 
0x402f79;:0;VMOVSS	0x10(%RDX,%RBX,1),%XMM1;  (1) 
0x402f7f;:0;VMOVSS	0x14(%RDX,%RBX,1),%XMM2;  (1) 
0x402f85;:0;VFMADD213SS	(%RDX,%RBX,1),%XMM3,%XMM0;  (1) 
0x402f8b;:0;VFMADD213SS	0x4(%RDX,%RBX,1),%XMM3,%XMM1;  (1) 
0x402f92;:0;VFMADD213SS	0x8(%RDX,%RBX,1),%XMM3,%XMM2;  (1) 
0x402f99;:0;VMOVSS	%XMM0,(%RDX,%RBX,1);  (1) 
0x402f9e;:0;VMOVSS	%XMM1,0x4(%RDX,%RBX,1);  (1) 
0x402fa4;:0;VMOVSS	%XMM2,0x8(%RDX,%RBX,1);  (1) 
0x402faa;:0;ADD	$0x18,%RDX;  (1) 
0x402fae;:0;CMP	%R14,%RCX;  (1) 
0x402fb1;:0;JB	402f70 <main+0xcc0>;  (1) 
0x402fb3;:0;VZEROUPPER;(0) 
0x402fb6;:0;CALL	402070 <omp_get_wtime@plt>;(0) 
0x402fbb;:0;VMOVSS	0xd169(%RIP),%XMM3;(0) 
0x402fc3;:0;VSUBSD	0x20(%RSP),%XMM0,%XMM0;(0) 
0x402fc9;:0;CMP	$0x3,%R15;(0) 
0x402fcd;:0;JB	403008 <main+0xd58>;(0) 
0x402fcf;:0;VMOVSD	0xd149(%RIP),%XMM1;(0) 
0x402fd7;:0;VDIVSD	%XMM0,%XMM1,%XMM1;(0) 
0x402fdb;:0;VMULSD	%XMM0,%XMM0,%XMM6;(0) 
0x402fdf;:0;VMULSD	0x8(%RSP),%XMM1,%XMM2;(0) 
0x402fe5;:0;VMOVSD	(%RSP),%XMM5;(0) 
0x402fea;:0;VDIVSD	%XMM6,%XMM5,%XMM7;(0) 
0x402fee;:0;VADDSD	0x18(%RSP),%XMM2,%XMM4;(0) 
0x402ff4;:0;VADDSD	0x10(%RSP),%XMM7,%XMM8;(0) 
0x402ffa;:0;VMOVSD	%XMM4,0x18(%RSP);(0) 
0x403000;:0;VMOVSD	%XMM8,0x10(%RSP);(0) 
0x403006;:0;JMP	40301a <main+0xd6a>;(0) 
0x403008;:0;VMOVSD	0xd110(%RIP),%XMM1;(0) 
0x403010;:0;VDIVSD	%XMM0,%XMM1,%XMM1;(0) 
0x403014;:0;VMULSD	0x8(%RSP),%XMM1,%XMM2;(0) 
0x40301a;:0;MOV	$0x4101d0,%EDX;(0) 
0x40301f;:0;MOV	$0x410214,%ECX;(0) 
0x403024;:0;MOV	$0x410218,%EDI;(0) 
0x403029;:0;CMOVB	%RCX,%RDX;(0) 
0x40302d;:0;MOV	%R15,%RSI;(0) 
0x403030;:0;MOV	$0x3,%EAX;(0) 
0x403035;:0;VMULSD	0x28(%RSP),%XMM1,%XMM1;(0) 
0x40303b;:0;CALL	402030 <printf@plt>;(0) 
0x403040;:0;VMOVSS	0xd0e4(%RIP),%XMM3;(0) 
0x403048;:0;MOV	0x3fa71(%RIP),%RDI;(0) 
0x40304f;:0;CALL	4020d0 <fflush@plt>;(0) 
0x403054;:0;INC	%R15;(0) 
0x403057;:0;VMOVSS	0xd0cd(%RIP),%XMM3;(0) 
0x40305f;:0;CMP	$0xa,%R15;(0) 
0x403063;:0;JB	402573 <main+0x2c3>;(0) 
0x403069;:0;VMOVSD	0x18(%RSP),%XMM0;
0x40306f;:0;MOV	$0x410160,%EDI;
0x403074;:0;VMULSD	0xd09c(%RIP),%XMM0,%XMM1;
0x40307c;:0;VMOVSD	%XMM1,(%RSP);
0x403081;:0;CALL	402170 <puts@plt>;
0x403086;:0;VMOVSD	(%RSP),%XMM0;
0x40308b;:0;MOV	$0x410238,%EDI;
0x403090;:0;VMULSD	%XMM0,%XMM0,%XMM2;
0x403094;:0;MOV	$0x410268,%ESI;
0x403099;:0;VMOVSD	0x10(%RSP),%XMM1;
0x40309f;:0;MOV	$0x4101d0,%EDX;
0x4030a4;:0;VFMSUB231SD	0xd06b(%RIP),%XMM1,%XMM2;
0x4030ad;:0;MOV	$0x2,%EAX;
0x4030b2;:0;VSQRTSD	%XMM2,%XMM2,%XMM2;
0x4030b6;:0;VMOVAPD	%XMM2,%XMM1;
0x4030ba;:0;CALL	402030 <printf@plt>;
0x4030bf;:0;MOV	$0x410160,%EDI;
0x4030c4;:0;CALL	402170 <puts@plt>;
0x4030c9;:0;MOV	%RBX,%RDI;
0x4030cc;:0;CALL	402040 <free@plt>;
0x4030d1;:0;XOR	%EAX,%EAX;
0x4030d3;:0;ADD	$0x1d8,%RSP;
0x4030da;:0;POP	%RBX;
0x4030db;:0;POP	%R15;
0x4030dd;:0;POP	%R14;
0x4030df;:0;POP	%R13;
0x4030e1;:0;POP	%R12;
0x4030e3;:0;MOV	%RBP,%RSP;
0x4030e6;:0;POP	%RBP;
0x4030e7;:0;RET;
0x4030e8;:0;XOR	%ECX,%ECX;(0) 
0x4030ea;:0;JMP	402f54 <main+0xca4>;(0) 
0x4030ef;:0;XOR	%ECX,%ECX;(0) 
0x4030f1;:0;JMP	402ceb <main+0xa3b>;(0) 
0x4030f6;:0;XOR	%R9D,%R9D;  (5) 
0x4030f9;:0;JMP	40293c <main+0x68c>;  (5) 
0x4030fe;:0;XCHG	%AX,%AX;
